,studentID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EDTech_Usage_Level,StressLevel,FinalGrade,RiskLevel,LearningStyle_1,LearningStyle_2,LearningStyle_3
12792,STU11304,30,95,1,1,1,1,1,22,0,1,75,55,1,0,2,2,0,1,0
12793,STU11305,15,61,0,1,1,1,0,20,12,0,68,54,1,2,3,3,0,0,1
12794,STU11306,15,61,0,1,1,1,0,24,11,1,60,96,1,2,0,0,1,0,0
12795,STU11307,15,61,0,1,1,1,0,24,0,1,62,44,1,1,3,3,0,0,1
12796,STU11308,15,61,0,1,1,1,0,20,15,1,66,67,1,2,2,2,0,0,1
12797,STU11309,15,61,0,1,1,1,0,26,0,1,72,58,1,0,2,2,1,0,0
12803,STU11310,15,61,1,0,2,1,0,20,12,0,68,54,1,2,3,3,0,0,1
12804,STU11311,15,61,1,0,2,1,0,24,11,1,60,96,1,2,0,0,1,0,0
12805,STU11312,15,61,1,0,2,1,0,24,0,1,62,44,1,1,3,3,0,0,1
12806,STU11313,15,61,1,0,2,1,0,20,15,1,66,67,1,2,2,2,0,0,1
12807,STU11314,15,61,1,0,2,1,0,26,0,1,72,58,1,0,2,2,1,0,0
12808,STU11315,15,61,1,1,2,1,0,20,12,0,68,54,1,2,3,3,0,0,1
12809,STU11316,15,61,1,1,2,1,0,24,11,1,60,96,1,2,0,0,1,0,0
12810,STU11317,15,61,1,1,2,1,0,24,0,1,62,44,1,1,3,3,0,0,1
12811,STU11318,15,61,1,1,2,1,0,20,15,1,66,67,1,2,2,2,0,0,1
12812,STU11319,15,61,1,1,2,1,0,26,0,1,72,58,1,0,2,2,1,0,0
12813,STU11320,28,76,1,1,0,1,0,25,13,1,85,90,1,2,0,0,0,1,0
12814,STU11321,28,76,1,1,0,1,0,21,9,1,59,92,1,2,0,0,0,0,0
12815,STU11322,28,76,1,1,0,1,0,25,8,1,56,77,1,2,1,1,1,0,0
12816,STU11323,28,76,1,1,0,1,0,26,1,0,80,42,1,1,3,3,0,0,1
12817,STU11324,28,76,1,1,1,1,0,25,13,1,85,90,1,2,0,0,0,1,0
12818,STU11325,28,76,1,1,1,1,0,21,9,1,59,92,1,2,0,0,0,0,0
12819,STU11326,28,76,1,1,1,1,0,25,8,1,56,77,1,2,1,1,1,0,0
12820,STU11327,28,76,1,1,1,1,0,26,1,0,80,42,1,1,3,3,0,0,1
12821,STU11328,9,97,1,1,1,1,0,27,15,1,72,63,0,1,2,2,1,0,0
12822,STU11329,9,97,1,1,1,1,0,19,4,1,50,43,1,0,3,3,0,0,1
12823,STU11330,9,97,1,1,1,1,0,22,10,1,58,89,1,1,0,0,0,1,0
12824,STU11331,9,97,1,1,1,1,0,28,14,0,86,40,1,1,3,3,0,0,0
12825,STU11332,9,97,1,1,1,1,0,18,18,1,77,77,0,2,1,1,0,0,1
12826,STU11333,21,100,2,0,1,0,0,23,19,0,72,42,0,0,3,3,0,0,1
12827,STU11334,21,100,2,0,1,0,0,26,17,1,67,57,1,0,2,2,1,0,0
12828,STU11335,21,100,2,0,1,0,0,25,17,1,96,96,0,2,0,0,0,0,1
12829,STU11336,21,100,2,0,1,0,0,23,13,0,62,92,1,1,0,0,0,1,0
12830,STU11337,21,100,2,0,1,0,0,24,19,1,63,44,1,2,3,3,0,0,1
12831,STU11338,21,100,1,1,1,1,0,23,19,0,72,42,0,0,3,3,0,0,1
12832,STU11339,21,100,1,1,1,1,0,26,17,1,67,57,1,0,2,2,1,0,0
12833,STU11340,21,100,1,1,1,1,0,25,17,1,96,96,0,2,0,0,0,0,1
12834,STU11341,21,100,1,1,1,1,0,23,13,0,62,92,1,1,0,0,0,1,0
12835,STU11342,21,100,1,1,1,1,0,24,19,1,63,44,1,2,3,3,0,0,1
12836,STU11343,7,62,2,0,1,1,0,21,13,1,94,71,1,1,1,1,0,1,0
12837,STU11344,7,62,2,0,1,1,0,20,19,0,93,80,1,0,1,1,0,0,0
12838,STU11345,7,62,1,1,1,1,0,21,13,1,94,71,1,1,1,1,0,1,0
12839,STU11346,7,62,1,1,1,1,0,20,19,0,93,80,1,0,1,1,0,0,0
12840,STU11347,28,94,0,1,1,1,0,24,15,1,53,92,0,1,0,0,0,1,0
12841,STU11348,28,94,1,1,1,1,0,24,15,1,53,92,0,1,0,0,0,1,0
12842,STU11349,28,94,2,1,2,1,0,24,15,1,53,92,0,1,0,0,0,1,0
12843,STU11350,14,90,2,1,1,1,0,18,14,1,90,75,1,2,1,1,0,0,0
12844,STU11351,14,90,1,1,1,1,0,18,14,1,90,75,1,2,1,1,0,0,0
12847,STU11352,34,81,1,1,0,1,1,27,9,0,73,84,1,1,1,1,1,0,0
12848,STU11353,27,84,1,0,1,1,1,23,10,1,80,77,1,2,1,1,0,1,0
12849,STU11354,27,84,1,0,1,1,1,18,3,0,64,92,0,2,0,0,0,0,1
12850,STU11355,27,84,1,0,1,1,1,28,3,1,55,53,1,1,3,3,0,1,0
12851,STU11356,32,98,2,0,1,1,1,23,16,1,84,68,1,2,2,2,0,0,0
12852,STU11357,32,98,2,0,1,1,1,25,7,1,99,50,1,2,3,3,0,1,0
12853,STU11358,32,98,2,0,1,1,1,21,15,1,54,62,1,0,2,2,0,0,1
12854,STU11359,8,95,1,0,0,1,1,23,17,0,96,91,1,2,0,0,0,0,1
12855,STU11360,8,95,1,0,0,1,1,25,13,0,90,71,1,2,1,1,0,0,0
12856,STU11361,31,68,1,0,0,1,0,26,2,1,90,84,0,1,1,1,0,0,1
12857,STU11362,31,68,1,0,0,1,0,23,12,1,63,68,0,1,2,2,1,0,0
12858,STU11363,31,68,1,0,0,1,0,29,14,1,67,62,1,0,2,2,0,0,0
12859,STU11364,31,68,1,0,1,1,0,26,2,1,90,84,0,1,1,1,0,0,1
12860,STU11365,31,68,1,0,1,1,0,23,12,1,63,68,0,1,2,2,1,0,0
12861,STU11366,31,68,1,0,1,1,0,29,14,1,67,62,1,0,2,2,0,0,0
12862,STU11367,11,67,1,1,0,1,0,25,5,1,95,55,1,0,2,2,1,0,0
12863,STU11368,11,67,1,1,0,1,0,24,0,0,62,91,1,0,0,0,0,0,1
12864,STU11369,11,67,1,1,0,1,0,19,13,0,54,95,1,2,0,0,1,0,0
12865,STU11370,11,67,2,0,2,1,0,25,5,1,95,55,1,0,2,2,1,0,0
12866,STU11371,11,67,2,0,2,1,0,24,0,0,62,91,1,0,0,0,0,0,1
12867,STU11372,11,67,2,0,2,1,0,19,13,0,54,95,1,2,0,0,1,0,0
12868,STU11373,24,99,1,1,1,1,0,29,18,0,51,42,0,2,3,3,0,0,1
12869,STU11374,22,62,1,1,1,1,0,23,14,1,53,97,1,2,0,0,1,0,0
12870,STU11375,22,62,1,1,0,1,0,23,14,1,53,97,1,2,0,0,1,0,0
12872,STU11376,23,72,1,0,1,0,0,26,4,0,95,82,1,2,1,1,0,1,0
12873,STU11377,23,72,1,0,1,0,0,23,6,1,75,78,0,1,1,1,1,0,0
12874,STU11378,23,72,1,0,1,0,0,29,2,1,80,47,0,2,3,3,0,1,0
12875,STU11379,23,72,1,1,0,1,0,26,4,0,95,82,1,2,1,1,0,1,0
12876,STU11380,23,72,1,1,0,1,0,23,6,1,75,78,0,1,1,1,1,0,0
12877,STU11381,23,72,1,1,0,1,0,29,2,1,80,47,0,2,3,3,0,1,0
12878,STU11382,23,72,1,1,0,0,0,26,4,0,95,82,1,2,1,1,0,1,0
12879,STU11383,23,72,1,1,0,0,0,23,6,1,75,78,0,1,1,1,1,0,0
12880,STU11384,23,72,1,1,0,0,0,29,2,1,80,47,0,2,3,3,0,1,0
12881,STU11385,23,72,2,1,1,1,0,26,4,0,95,82,1,2,1,1,0,1,0
12882,STU11386,23,72,2,1,1,1,0,23,6,1,75,78,0,1,1,1,1,0,0
12883,STU11387,23,72,2,1,1,1,0,29,2,1,80,47,0,2,3,3,0,1,0
12884,STU11388,19,74,1,0,2,1,0,19,7,0,83,97,0,2,0,0,0,0,1
12885,STU11389,19,74,1,0,2,1,0,22,8,1,91,63,1,2,2,2,0,0,0
12886,STU11390,19,74,1,0,2,1,0,23,17,1,72,49,0,2,3,3,1,0,0
12887,STU11391,19,74,1,0,2,1,0,27,18,0,61,96,0,2,0,0,0,0,0
12888,STU11392,19,74,2,1,1,1,0,19,7,0,83,97,0,2,0,0,0,0,1
12889,STU11393,19,74,2,1,1,1,0,22,8,1,91,63,1,2,2,2,0,0,0
12890,STU11394,19,74,2,1,1,1,0,23,17,1,72,49,0,2,3,3,1,0,0
12891,STU11395,19,74,2,1,1,1,0,27,18,0,61,96,0,2,0,0,0,0,0
12892,STU11396,19,74,1,1,2,1,0,19,7,0,83,97,0,2,0,0,0,0,1
12893,STU11397,19,74,1,1,2,1,0,22,8,1,91,63,1,2,2,2,0,0,0
12894,STU11398,19,74,1,1,2,1,0,23,17,1,72,49,0,2,3,3,1,0,0
12895,STU11399,19,74,1,1,2,1,0,27,18,0,61,96,0,2,0,0,0,0,0
12896,STU11400,19,74,2,1,2,1,0,19,7,0,83,97,0,2,0,0,0,0,1
12897,STU11401,19,74,2,1,2,1,0,22,8,1,91,63,1,2,2,2,0,0,0
12898,STU11402,19,74,2,1,2,1,0,23,17,1,72,49,0,2,3,3,1,0,0
12899,STU11403,19,74,2,1,2,1,0,27,18,0,61,96,0,2,0,0,0,0,0
12900,STU11404,7,99,2,1,0,0,0,20,19,1,73,48,1,2,3,3,1,0,0
12901,STU11405,33,66,1,1,1,1,0,22,13,0,98,95,1,2,0,0,0,0,1
12902,STU11406,12,80,2,1,2,1,1,22,1,1,54,42,0,1,3,3,0,0,0
12903,STU11407,12,80,2,1,2,1,1,27,8,1,98,60,1,1,2,2,0,1,0
12904,STU11408,12,80,2,1,2,1,1,24,5,1,91,67,1,1,2,2,0,1,0
12905,STU11409,12,80,2,1,2,1,1,26,13,0,51,87,0,2,0,0,1,0,0
12906,STU11410,12,80,2,1,2,1,1,27,16,1,95,54,1,2,3,3,0,1,0
12907,STU11411,12,80,0,0,1,1,1,22,1,1,54,42,0,1,3,3,0,0,0
12908,STU11412,12,80,0,0,1,1,1,27,8,1,98,60,1,1,2,2,0,1,0
12909,STU11413,12,80,0,0,1,1,1,24,5,1,91,67,1,1,2,2,0,1,0
12910,STU11414,12,80,0,0,1,1,1,26,13,0,51,87,0,2,0,0,1,0,0
12911,STU11415,12,80,0,0,1,1,1,27,16,1,95,54,1,2,3,3,0,1,0
12912,STU11416,12,80,2,1,1,1,1,22,1,1,54,42,0,1,3,3,0,0,0
12913,STU11417,12,80,2,1,1,1,1,27,8,1,98,60,1,1,2,2,0,1,0
12914,STU11418,12,80,2,1,1,1,1,24,5,1,91,67,1,1,2,2,0,1,0
12915,STU11419,12,80,2,1,1,1,1,26,13,0,51,87,0,2,0,0,1,0,0
12916,STU11420,12,80,2,1,1,1,1,27,16,1,95,54,1,2,3,3,0,1,0
12917,STU11421,13,79,2,1,0,0,0,20,9,0,90,86,1,2,0,0,0,1,0
12918,STU11422,13,79,2,1,0,0,0,19,18,0,68,64,1,1,2,2,1,0,0
12919,STU11423,13,79,2,1,0,0,0,29,0,1,73,76,0,0,1,1,0,0,0
12920,STU11424,13,79,2,1,0,0,0,29,2,1,96,41,0,2,3,3,1,0,0
12921,STU11425,13,79,2,1,0,0,0,22,6,0,60,65,1,1,2,2,0,0,0
12922,STU11426,13,79,2,0,2,1,0,20,9,0,90,86,1,2,0,0,0,1,0
12923,STU11427,13,79,2,0,2,1,0,19,18,0,68,64,1,1,2,2,1,0,0
12924,STU11428,13,79,2,0,2,1,0,29,0,1,73,76,0,0,1,1,0,0,0
12925,STU11429,13,79,2,0,2,1,0,29,2,1,96,41,0,2,3,3,1,0,0
12926,STU11430,13,79,2,0,2,1,0,22,6,0,60,65,1,1,2,2,0,0,0
12927,STU11431,13,79,0,0,1,0,0,20,9,0,90,86,1,2,0,0,0,1,0
12928,STU11432,13,79,0,0,1,0,0,19,18,0,68,64,1,1,2,2,1,0,0
12929,STU11433,13,79,0,0,1,0,0,29,0,1,73,76,0,0,1,1,0,0,0
12930,STU11434,13,79,0,0,1,0,0,29,2,1,96,41,0,2,3,3,1,0,0
12931,STU11435,13,79,0,0,1,0,0,22,6,0,60,65,1,1,2,2,0,0,0
12932,STU11436,27,98,0,1,0,1,1,29,9,1,75,96,1,0,0,0,0,0,1
12933,STU11437,27,98,0,1,0,1,1,20,17,0,76,54,1,0,3,3,0,0,1
12934,STU11438,27,98,0,1,0,1,1,22,4,1,59,47,0,2,3,3,0,0,0
12935,STU11439,35,68,2,1,1,1,1,26,2,1,67,61,1,1,2,2,0,0,1
12936,STU11440,35,68,2,1,1,1,1,26,8,1,82,88,0,1,0,0,0,0,0
12937,STU11441,35,68,2,1,1,1,1,18,4,0,56,89,0,1,0,0,0,1,0
12938,STU11442,17,85,1,1,1,1,1,27,8,0,51,64,1,2,2,2,0,0,1
12939,STU11443,17,85,1,1,1,1,1,18,10,0,82,70,1,1,1,1,0,1,0
12940,STU11444,17,85,0,0,1,1,1,27,8,0,51,64,1,2,2,2,0,0,1
12941,STU11445,17,85,0,0,1,1,1,18,10,0,82,70,1,1,1,1,0,1,0
12944,STU11446,28,95,1,0,2,1,1,25,3,1,81,43,0,2,3,3,0,1,0
12945,STU11447,28,95,1,0,2,1,1,25,5,0,96,100,0,2,0,0,0,1,0
12946,STU11448,28,95,1,0,2,1,1,25,15,1,62,48,1,2,3,3,0,0,1
12947,STU11449,28,95,1,0,2,1,1,19,15,0,91,50,1,1,3,3,0,1,0
12948,STU11450,28,95,1,0,1,1,1,25,3,1,81,43,0,2,3,3,0,1,0
12949,STU11451,28,95,1,0,1,1,1,25,5,0,96,100,0,2,0,0,0,1,0
12950,STU11452,28,95,1,0,1,1,1,25,15,1,62,48,1,2,3,3,0,0,1
12951,STU11453,28,95,1,0,1,1,1,19,15,0,91,50,1,1,3,3,0,1,0
12952,STU11454,28,95,1,0,0,1,1,25,3,1,81,43,0,2,3,3,0,1,0
12953,STU11455,28,95,1,0,0,1,1,25,5,0,96,100,0,2,0,0,0,1,0
12954,STU11456,28,95,1,0,0,1,1,25,15,1,62,48,1,2,3,3,0,0,1
12955,STU11457,28,95,1,0,0,1,1,19,15,0,91,50,1,1,3,3,0,1,0
12956,STU11458,11,76,1,1,0,1,0,28,6,1,55,92,1,1,0,0,1,0,0
12957,STU11459,11,76,1,1,0,1,0,20,1,1,68,49,1,0,3,3,0,0,1
12958,STU11460,11,76,1,1,0,1,0,21,13,0,81,55,1,1,2,2,0,1,0
12959,STU11461,11,76,1,0,2,1,0,28,6,1,55,92,1,1,0,0,1,0,0
12960,STU11462,11,76,1,0,2,1,0,20,1,1,68,49,1,0,3,3,0,0,1
12961,STU11463,11,76,1,0,2,1,0,21,13,0,81,55,1,1,2,2,0,1,0
12962,STU11464,7,92,1,1,1,1,0,19,0,1,76,66,1,2,2,2,0,0,1
12963,STU11465,7,92,1,1,1,1,0,19,11,1,57,87,1,2,0,0,1,0,0
12964,STU11466,7,92,1,1,1,1,0,29,1,1,78,94,1,0,0,0,0,0,1
12965,STU11467,7,92,1,1,1,1,0,23,19,1,56,54,1,1,3,3,1,0,0
12966,STU11468,7,92,1,1,1,1,0,25,10,0,78,67,1,0,2,2,0,0,1
12967,STU11469,26,72,0,0,0,1,0,20,0,0,65,98,1,2,0,0,0,1,0
12968,STU11470,26,72,0,0,0,1,0,25,3,1,87,74,0,2,1,1,0,0,0
12969,STU11471,26,72,0,0,0,1,0,19,19,0,68,47,1,0,3,3,0,0,1
12970,STU11472,26,72,0,0,1,1,0,20,0,0,65,98,1,2,0,0,0,1,0
12971,STU11473,26,72,0,0,1,1,0,25,3,1,87,74,0,2,1,1,0,0,0
12972,STU11474,26,72,0,0,1,1,0,19,19,0,68,47,1,0,3,3,0,0,1
12973,STU11475,39,90,2,0,2,1,0,25,10,1,56,93,1,2,0,0,0,0,0
12974,STU11476,39,90,2,0,2,1,0,28,5,0,56,48,0,2,3,3,0,0,0
12975,STU11477,34,72,2,1,0,1,1,18,18,0,63,56,1,2,2,2,0,1,0
12976,STU11478,19,77,1,0,0,1,0,28,4,1,91,86,0,2,0,0,0,0,0
12977,STU11479,19,77,1,0,0,1,0,18,3,0,57,47,1,2,3,3,0,1,0
12978,STU11480,19,77,1,0,0,1,0,20,12,1,85,84,0,2,1,1,1,0,0
12979,STU11481,19,77,0,1,1,1,0,28,4,1,91,86,0,2,0,0,0,0,0
12980,STU11482,19,77,0,1,1,1,0,18,3,0,57,47,1,2,3,3,0,1,0
12981,STU11483,19,77,0,1,1,1,0,20,12,1,85,84,0,2,1,1,1,0,0
12982,STU11484,19,77,0,1,0,1,0,28,4,1,91,86,0,2,0,0,0,0,0
12983,STU11485,19,77,0,1,0,1,0,18,3,0,57,47,1,2,3,3,0,1,0
12984,STU11486,19,77,0,1,0,1,0,20,12,1,85,84,0,2,1,1,1,0,0
12985,STU11487,19,77,1,1,2,1,0,28,4,1,91,86,0,2,0,0,0,0,0
12986,STU11488,19,77,1,1,2,1,0,18,3,0,57,47,1,2,3,3,0,1,0
12987,STU11489,19,77,1,1,2,1,0,20,12,1,85,84,0,2,1,1,1,0,0
12988,STU11490,19,77,0,0,0,1,0,28,4,1,91,86,0,2,0,0,0,0,0
12989,STU11491,19,77,0,0,0,1,0,18,3,0,57,47,1,2,3,3,0,1,0
12990,STU11492,19,77,0,0,0,1,0,20,12,1,85,84,0,2,1,1,1,0,0
12991,STU11493,30,89,1,0,1,1,1,22,11,1,99,62,1,1,2,2,1,0,0
12992,STU11494,30,89,1,0,1,1,1,24,6,1,84,90,1,1,0,0,0,1,0
12993,STU11495,30,89,1,0,1,1,1,25,16,1,74,70,0,2,1,1,0,0,0
12994,STU11496,9,93,0,1,0,1,0,19,12,0,50,52,0,2,3,3,0,0,0
12995,STU11497,9,93,0,1,0,1,0,28,12,1,98,85,0,1,0,0,0,0,1
12996,STU11498,9,93,0,1,0,1,0,19,15,1,75,42,0,2,3,3,0,0,0
12997,STU11499,9,93,0,1,0,1,0,24,10,1,54,48,0,2,3,3,0,0,0
12998,STU11500,9,93,0,1,0,1,0,26,18,0,53,72,1,0,1,1,0,1,0
12999,STU11501,9,93,0,1,0,1,0,22,8,1,96,56,1,2,2,2,0,0,0
13000,STU11502,9,93,0,1,0,1,0,18,0,1,94,88,0,1,0,0,1,0,0
13001,STU11503,16,100,2,0,1,1,0,27,19,1,87,59,0,0,2,2,1,0,0
13003,STU11504,16,100,1,1,2,1,0,27,19,1,87,59,0,0,2,2,1,0,0
13004,STU11505,26,92,2,0,1,1,1,19,1,1,88,68,0,2,2,2,0,0,1
13005,STU11506,26,92,2,0,1,1,1,25,12,1,53,76,1,1,1,1,0,0,0
13006,STU11507,26,92,2,0,1,1,1,18,16,1,93,74,1,2,1,1,0,0,1
13007,STU11508,26,92,1,1,1,1,1,19,1,1,88,68,0,2,2,2,0,0,1
13008,STU11509,26,92,1,1,1,1,1,25,12,1,53,76,1,1,1,1,0,0,0
13009,STU11510,26,92,1,1,1,1,1,18,16,1,93,74,1,2,1,1,0,0,1
13010,STU11511,26,92,2,0,2,1,1,19,1,1,88,68,0,2,2,2,0,0,1
13011,STU11512,26,92,2,0,2,1,1,25,12,1,53,76,1,1,1,1,0,0,0
13012,STU11513,26,92,2,0,2,1,1,18,16,1,93,74,1,2,1,1,0,0,1
13013,STU11514,26,92,1,0,1,1,1,19,1,1,88,68,0,2,2,2,0,0,1
13014,STU11515,26,92,1,0,1,1,1,25,12,1,53,76,1,1,1,1,0,0,0
13015,STU11516,26,92,1,0,1,1,1,18,16,1,93,74,1,2,1,1,0,0,1
13016,STU11517,6,90,1,1,1,1,1,27,19,1,99,67,1,0,2,2,0,1,0
13017,STU11518,6,90,1,1,1,1,1,25,4,1,77,94,1,1,0,0,0,0,1
13018,STU11519,16,84,0,0,0,0,1,20,13,1,99,65,1,0,2,2,0,1,0
13019,STU11520,16,84,0,0,0,0,1,18,2,1,54,75,0,1,1,1,0,0,0
13020,STU11521,16,84,1,0,0,1,1,20,13,1,99,65,1,0,2,2,0,1,0
13021,STU11522,16,84,1,0,0,1,1,18,2,1,54,75,0,1,1,1,0,0,0
13022,STU11523,16,84,2,1,1,0,1,20,13,1,99,65,1,0,2,2,0,1,0
13023,STU11524,16,84,2,1,1,0,1,18,2,1,54,75,0,1,1,1,0,0,0
13024,STU11525,16,84,2,1,1,1,1,20,13,1,99,65,1,0,2,2,0,1,0
13025,STU11526,16,84,2,1,1,1,1,18,2,1,54,75,0,1,1,1,0,0,0
13026,STU11527,16,84,2,0,0,1,1,20,13,1,99,65,1,0,2,2,0,1,0
13027,STU11528,16,84,2,0,0,1,1,18,2,1,54,75,0,1,1,1,0,0,0
13028,STU11529,14,61,1,1,1,0,1,26,2,1,59,92,1,1,0,0,0,1,0
13029,STU11530,14,61,1,1,1,0,1,29,13,1,54,81,1,2,1,1,0,0,0
13030,STU11531,14,61,1,1,1,0,1,18,2,0,86,96,1,2,0,0,0,0,1
13031,STU11532,14,61,1,1,1,0,1,19,11,1,74,78,0,2,1,1,0,0,1
13032,STU11533,14,61,1,1,0,1,1,26,2,1,59,92,1,1,0,0,0,1,0
13033,STU11534,14,61,1,1,0,1,1,29,13,1,54,81,1,2,1,1,0,0,0
13034,STU11535,14,61,1,1,0,1,1,18,2,0,86,96,1,2,0,0,0,0,1
13035,STU11536,14,61,1,1,0,1,1,19,11,1,74,78,0,2,1,1,0,0,1
13036,STU11537,28,63,2,1,0,1,0,23,18,0,70,51,0,2,3,3,0,0,0
13037,STU11538,28,63,2,1,0,1,0,18,2,0,88,71,1,2,1,1,0,1,0
13038,STU11539,28,63,2,1,0,1,0,25,0,0,68,58,1,1,2,2,0,1,0
13039,STU11540,8,82,2,1,1,0,0,27,11,1,60,96,1,1,0,0,0,0,0
13040,STU11541,8,66,2,1,1,1,1,23,5,1,67,64,1,0,2,2,1,0,0
13041,STU11542,14,73,2,0,1,1,1,29,15,0,94,90,1,0,0,0,0,0,0
13042,STU11543,14,73,2,0,1,1,1,23,10,1,91,72,1,0,1,1,0,0,1
13043,STU11544,14,73,2,0,1,1,1,28,4,1,81,72,1,1,1,1,1,0,0
13044,STU11545,20,100,1,1,1,1,1,25,2,1,55,70,1,2,1,1,0,1,0
13045,STU11546,20,100,1,1,1,1,1,27,19,1,50,99,1,1,0,0,0,0,0
13046,STU11547,20,100,1,1,1,1,1,19,2,1,60,55,1,1,2,2,0,0,1
13050,STU11548,20,100,1,1,2,0,1,25,2,1,55,70,1,2,1,1,0,1,0
13051,STU11549,20,100,1,1,2,0,1,27,19,1,50,99,1,1,0,0,0,0,0
13052,STU11550,20,100,1,1,2,0,1,19,2,1,60,55,1,1,2,2,0,0,1
13053,STU11551,12,68,2,0,2,1,0,19,11,1,51,75,1,2,1,1,1,0,0
13054,STU11552,12,68,2,0,2,1,0,20,8,0,89,64,1,2,2,2,0,1,0
13055,STU11553,11,100,2,0,1,1,0,22,20,1,58,52,1,2,3,3,0,0,0
13056,STU11554,11,100,2,0,1,1,0,24,2,0,84,85,1,2,0,0,1,0,0
13057,STU11555,11,100,2,1,2,1,0,22,20,1,58,52,1,2,3,3,0,0,0
13058,STU11556,11,100,2,1,2,1,0,24,2,0,84,85,1,2,0,0,1,0,0
13059,STU11557,12,61,1,1,1,1,1,27,6,1,94,96,1,2,0,0,0,0,1
13060,STU11558,12,61,1,1,1,1,1,25,19,0,66,53,1,2,3,3,1,0,0
13063,STU11559,30,82,1,1,0,1,0,22,14,1,96,77,1,0,1,1,0,0,1
13064,STU11560,30,82,1,1,0,1,0,21,8,0,62,61,1,1,2,2,0,0,0
13065,STU11561,30,82,2,1,1,1,0,22,14,1,96,77,1,0,1,1,0,0,1
13066,STU11562,30,82,2,1,1,1,0,21,8,0,62,61,1,1,2,2,0,0,0
13067,STU11563,13,91,1,1,1,1,1,27,2,1,85,96,0,1,0,0,0,0,0
13068,STU11564,13,91,1,1,1,1,1,28,17,0,81,70,1,2,1,1,0,0,0
13069,STU11565,13,91,0,1,0,1,1,27,2,1,85,96,0,1,0,0,0,0,0
13070,STU11566,13,91,0,1,0,1,1,28,17,0,81,70,1,2,1,1,0,0,0
13071,STU11567,16,91,2,0,0,1,1,29,20,0,75,56,0,2,2,2,0,0,1
13072,STU11568,16,91,2,1,0,1,1,29,20,0,75,56,0,2,2,2,0,0,1
13073,STU11569,16,91,1,1,1,1,1,29,20,0,75,56,0,2,2,2,0,0,1
13074,STU11570,22,97,1,1,0,1,0,28,10,1,78,100,1,0,0,0,1,0,0
13075,STU11571,22,97,1,1,0,1,0,22,8,0,79,88,1,2,0,0,1,0,0
13076,STU11572,22,97,1,1,0,1,0,18,8,1,78,96,1,2,0,0,1,0,0
13077,STU11573,22,97,1,1,0,1,0,20,4,1,54,91,0,0,0,0,0,0,1
13078,STU11574,22,97,1,1,0,1,0,22,13,1,76,52,1,2,3,3,0,1,0
13079,STU11575,22,97,1,1,0,1,0,24,5,0,95,92,0,0,0,0,1,0,0
13080,STU11576,22,97,1,0,2,1,0,28,10,1,78,100,1,0,0,0,1,0,0
13081,STU11577,22,97,1,0,2,1,0,22,8,0,79,88,1,2,0,0,1,0,0
13082,STU11578,22,97,1,0,2,1,0,18,8,1,78,96,1,2,0,0,1,0,0
13083,STU11579,22,97,1,0,2,1,0,20,4,1,54,91,0,0,0,0,0,0,1
13084,STU11580,22,97,1,0,2,1,0,22,13,1,76,52,1,2,3,3,0,1,0
13085,STU11581,22,97,1,0,2,1,0,24,5,0,95,92,0,0,0,0,1,0,0
13086,STU11582,9,97,1,0,0,1,1,19,6,1,74,45,0,2,3,3,0,1,0
13087,STU11583,7,90,1,1,0,1,1,29,10,0,82,81,1,2,1,1,0,1,0
13088,STU11584,22,60,0,0,1,0,0,26,7,1,95,86,1,2,0,0,0,0,0
13089,STU11585,22,60,1,1,1,1,0,26,7,1,95,86,1,2,0,0,0,0,0
13090,STU11586,30,100,2,0,1,1,1,21,10,0,51,78,0,1,1,1,0,1,0
13091,STU11587,30,100,2,0,1,1,1,28,2,0,57,90,1,2,0,0,0,1,0
13092,STU11588,30,100,2,1,0,1,1,21,10,0,51,78,0,1,1,1,0,1,0
13093,STU11589,30,100,2,1,0,1,1,28,2,0,57,90,1,2,0,0,0,1,0
13094,STU11590,30,70,0,0,2,1,1,18,20,1,72,96,0,1,0,0,0,0,1
13095,STU11591,30,70,0,0,2,1,1,19,7,0,56,46,1,2,3,3,0,0,1
13096,STU11592,30,70,0,0,2,1,1,19,6,1,80,50,1,2,3,3,0,0,1
13097,STU11593,30,70,0,0,2,1,1,18,6,0,91,95,1,0,0,0,0,1,0
13098,STU11594,30,70,0,0,2,1,1,20,7,1,75,82,1,0,1,1,0,0,1
13099,STU11595,30,70,0,0,2,1,1,29,12,1,61,76,1,2,1,1,0,1,0
13100,STU11596,31,85,1,1,0,1,0,21,18,1,61,92,1,2,0,0,1,0,0
13101,STU11597,31,85,1,1,0,1,0,25,8,1,72,72,0,2,1,1,0,1,0
13102,STU11598,10,73,1,1,2,1,1,24,4,0,77,68,1,0,2,2,0,1,0
13103,STU11599,10,73,0,1,0,1,1,24,4,0,77,68,1,0,2,2,0,1,0
13104,STU11600,25,66,1,1,1,1,0,26,6,0,84,56,0,2,2,2,1,0,0
13105,STU11601,25,66,1,1,1,1,0,28,4,1,76,98,1,2,0,0,1,0,0
13106,STU11602,25,66,2,0,2,1,0,26,6,0,84,56,0,2,2,2,1,0,0
13107,STU11603,25,66,2,0,2,1,0,28,4,1,76,98,1,2,0,0,1,0,0
13110,STU11604,6,98,0,0,1,1,0,20,11,1,57,66,1,0,2,2,0,0,1
